repo	stars	language	id	name	version	min_herdr	platforms	path	description	url
Allianaab2m/herdr-hunk-gh-diff	0	Python	hunk.gh-diff	Hunk GitHub PR Diff	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Open a Hunk diff between the current branch and the target branch of its GitHub PR.	https://github.com/Allianaab2m/herdr-hunk-gh-diff
amiramay/herdr-layout-cycle	0	JavaScript	herdr-layout-cycle	Layout Cycle	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	tmux prefix+space-style layout cycling for herdr tabs	https://github.com/amiramay/herdr-layout-cycle
aneym/herdr-voice	0	JavaScript	herdr-voice	Voice	0.2.0	0.7.0	macos	herdr-plugin.toml	Voice control for herdr via the OpenAI Realtime API — speak to create spaces, split panes, apply layouts, and start/prompt agents. Compact HUD with live dictation, clickable toggles, and persisted transcripts.	https://github.com/aneym/herdr-voice
aorumbayev/herdr-ctx	0	TypeScript	herdr-ctx	herdr-ctx	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Claude context-window indicator for herdr sidebar panes	https://github.com/aorumbayev/herdr-ctx
arjenblokzijl/herdr-worktree-provisioner	0	Shell	arjenblokzijl.herdr-worktree-provisioner	Worktree Provisioner	0.2.0	0.7.0	macos,linux	herdr-plugin.toml	Runs a per-repo setup command (deps install, etc.) in a newly created worktree's own pane. Additive and agent-safe: targets the worktree's root pane, never guesses the focused pane, and has no fresh-workspace guard — so it composes with a launcher or an arranger instead of fighting them.	https://github.com/arjenblokzijl/herdr-worktree-provisioner
ArteenHD/herdr-cache-timer	0	JavaScript	cache-timer	Herdr Cache Timer	0.1.0	0.7.4	linux,macos,windows	herdr-plugin.toml	Shows when each agent's prompt cache expires, in its sidebar row.	https://github.com/ArteenHD/herdr-cache-timer
asermax/herdr-suspend-workspace	0	TypeScript	asermax.workspace-suspend	Suspend Workspace	0.2.0	0.7.5	linux,macos	herdr-plugin.toml	Suspend a workspace (snapshot layout + agents, close it, restore later from a popup picker).	https://github.com/asermax/herdr-suspend-workspace
asumaran/gotopr	0	Go	asumaran.gotopr	gotopr	0.2.0	0.7.5	macos	herdr-plugin.toml	Jump to your open GitHub PRs across local repos and worktrees	https://github.com/asumaran/gotopr
atm028/herdr-panes	0	Python	local.pane-cycle	Pane Cycle	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Swap the active pane with its previous/next neighbor, or rotate all panes in the active window	https://github.com/atm028/herdr-panes
atomsbaza/herdr-ios-build-status-plugin	0	Shell	dev.herdr.ios-build-status	iOS Build Status	0.1.0	0.7.0	macos	herdr-plugin.toml	On-demand iOS build+test status pane with failure screenshots	https://github.com/atomsbaza/herdr-ios-build-status-plugin
baotran01/herdr-agent-diff	0	Rust	herdr-agent-diff	Herdr Agent Diff	0.1.3	0.7.0	macos,linux	herdr-plugin.toml	Read-only Git changes and source viewer for Herdr panes.	https://github.com/baotran01/herdr-agent-diff
bayoudhi/herdr-shell-progress	0	Rust	bayoudhi.shell-progress	Shell Progress	0.1.2	0.7.0	macos,linux	herdr-plugin.toml	Shows sidebar progress for slow shell commands, not just agents	https://github.com/bayoudhi/herdr-shell-progress
bengemine/herdr-hibernate	0	Python	bengemine.hibernate	Herdr Hibernate	1.1.1	0.7.0	linux	herdr-plugin.toml	Hibernate idle Claude Code, Codex, and Grok panes to ~0 RAM — kill the process tree, leave a tiny resume stub, press Enter to get the exact session back.	https://github.com/bengemine/herdr-hibernate
bkarpinos/herdr-picker	0	Go	herdr.picker	herdr picker	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	search workspaces, agents, and tabs from a popup picker.	https://github.com/bkarpinos/herdr-picker
bredebjorhovd/herdr-board	0	Rust	board	Board	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Task board: Linear/GitHub in, herdr panes out	https://github.com/bredebjorhovd/herdr-board
brianh20/herdr-stagr	0	Rust	brianh20.stagr	stagr	0.2.0	0.7.0	macos,linux	herdr-plugin.toml	Stage, unstage, and discard changes with side-by-side diffs, without leaving herdr.	https://github.com/brianh20/herdr-stagr
calorie/herdr-auto-focus	0	Go	calorie.herdr-auto-focus	Herdr Auto Focus	0.1.2	0.7.0	macos	herdr-plugin.toml	Focus agents that need attention after system input becomes idle.	https://github.com/calorie/herdr-auto-focus
caoer/ccc-herdr-layout	0	Go	ccc-layout	Layout Picker	0.1.2	0.7.5	linux,macos	herdr-plugin.toml	Visual layout picker with live preview for the current tab.	https://github.com/caoer/ccc-herdr-layout
cdowell09/herdr-pr-board	0	Go	cdowell09.pr-board	PR Board	0.1.0	0.8.0	macos,linux	herdr-plugin.toml	Configurable cross-repository GitHub pull request dashboard with CI status.	https://github.com/cdowell09/herdr-pr-board
cedrus-8864/herdr-prompt-reply	0	Swift	cedrus.prompt-reply	Prompt Reply	0.4.1	0.7.5	macos	herdr-plugin.toml	Answer agent permission prompts straight from a macOS notification with real buttons. Single Swift binary on UNUserNotificationCenter.	https://github.com/cedrus-8864/herdr-prompt-reply
cedrus-8864/herdr-sidebar-numbers	0	JavaScript	cedrus.sidebar-numbers	Sidebar Numbers	0.4.0	0.8.0	macos,linux	herdr-plugin.toml	Publish workspace/agent positions as a `num` metadata token so the sidebar can show them as $num.	https://github.com/cedrus-8864/herdr-sidebar-numbers
cevr/herdr-hunk	0	TypeScript	cvr.herdr-hunk	Hunk Review	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Review changes in Hunk and send notes to the source agent pane	https://github.com/cevr/herdr-hunk
Coolsik/herdr-codex-cost	0	Shell	dev.herdr-codex-cost	Codex Cost	0.3.2	0.7.0	linux,macos	herdr-plugin.toml	Show each Codex pane's estimated session cost in the Herdr sidebar.	https://github.com/Coolsik/herdr-codex-cost
CowboyVang/herdr-tab-badges	0	Shell	herdr-tab-badges	herdr-tab-badges	0.2.0	0.7.4	macos	herdr-plugin.toml	Sidebar badge on herdr spaces that hold more than one tab.	https://github.com/CowboyVang/herdr-tab-badges
CowboyVang/herdr-which-key	0	Python	cowboyvang.which-key	herdr-which-key	0.2.0	0.7.5	macos,linux	herdr-plugin.toml	Deliberately-invoked which-key overlay: press a key, see every herdr binding, run it.	https://github.com/CowboyVang/herdr-which-key
ctbaum/herdr-deck	0	Rust	herdr-deck	herdr-deck	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	The companion workspace launcher for herdr-agents.nvim: open or resume Claude and Codex in a ready-made Neovim, agent, shell, and lazygit deck.	https://github.com/ctbaum/herdr-deck
dev-shimada/herdr-auto-tab-name	0	JavaScript	dev-shimada.auto-tab-name	Auto Tab Name	1.0.2	0.7.0	linux,macos,windows	herdr-plugin.toml	Automatically set each tab's label to the directory name of its current working directory.	https://github.com/dev-shimada/herdr-auto-tab-name
dgnsrekt/herdr-yoke	0	Shell	dgnsrekt.yoke	yoke	0.1.0	0.8.0	linux,macos	herdr-plugin.toml	Yoke two tabs side by side. Chrome's split view, for herdr.	https://github.com/dgnsrekt/herdr-yoke
dio16/herdr-auto-update	0	Rust	herdr-auto-update	herdr-auto-update	0.0.2	0.7.0	linux,macos,windows	herdr-plugin.toml	Check installed herdr plugins for newer upstream commits and reinstall them; optionally runs automatically at herdr startup	https://github.com/dio16/herdr-auto-update
disintegrator/trunkr	0	Go	disintegrator.trunkr	trunkr	0.1.1	0.7.5	linux,macos	herdr-plugin.toml	worktrunk worktrees inside herdr: switch, picker, merge, destroy, PR checkout.	https://github.com/disintegrator/trunkr
dnf0/herdr-llm-summary-header	0	JavaScript	danielfisher.summary-header	Summary Header	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	LLM one-line summary written to the pane title when an agent finishes	https://github.com/dnf0/herdr-llm-summary-header
DnzzL/herdr-automations	0	Go	dnzzl.automations	Automations	0.1.1	0.8.0	linux,macos	herdr-plugin.toml	Cron-scheduled agent prompts for Herdr — the trigger layer: prompt + cron, agent launched in a fresh worktree or the repo root.	https://github.com/DnzzL/herdr-automations
doggyfish/herdr-tuple-plugin	0	JavaScript	doggyfish.tuple	Tuple	0.1.0	0.7.5	linux,macos,windows	herdr-plugin.toml	Pair two coding agents side by side and move text between them	https://github.com/doggyfish/herdr-tuple-plugin
eabadim/herdr-context-namer	0	Python	context-auto-namer	Context Auto Namer	0.5.0	0.7.4	linux,macos	herdr-plugin.toml	Auto-name Herdr tabs and workspaces via OpenCode, Claude, Codex, or Pi	https://github.com/eabadim/herdr-context-namer
edmundmiller/herdr-plugin-dotfiles-dev-layout	0	Python	dotfiles.dev-layout	Dotfiles Dev Layout	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Open the dotfiles-standard Pi, Hunk, Neovim, and shell tabs for the current workspace or a newly-created worktree.	https://github.com/edmundmiller/herdr-plugin-dotfiles-dev-layout
Efeguclu1/herdr-town	0	JavaScript	efeguclu.town	Agent Town	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Watch your agents as 8-bit characters building a town. Each project is a town, each feature is a building, each agent is a worker.	https://github.com/Efeguclu1/herdr-town
eightHundreds/herdr-worktreeinclude	0	Rust	herdr-worktreeinclude	Worktree Include	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	On worktree.created, copy gitignored files listed in .worktreeinclude from the source checkout into the new worktree.	https://github.com/eightHundreds/herdr-worktreeinclude
Epsomsaltskerosinelamp950/herdr-browser	0	TypeScript	official.browser	Browser	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Open and inspect real browser pages from Herdr.	https://github.com/Epsomsaltskerosinelamp950/herdr-browser
EricBois/herdr-nudge	0	Shell	herdr-nudge	Nudge	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Arm a continue-nudge on an agent (at a time, or when it goes idle/blocked)	https://github.com/EricBois/herdr-nudge
ericcparsons/herdr-vitals	0	TypeScript	vitals	Vitals	0.1.1	0.7.5	macos	herdr-plugin.toml	CPU/RAM per agent and dev server ports per space, in the sidebar.	https://github.com/ericcparsons/herdr-vitals
fabiogaliano/herdr-command-palette	0	Python	palette	Command Palette	0.2.0	0.7.5	macos,linux	herdr-plugin.toml	Fuzzy palette over every Herdr action, showing the shortcut beside each one.	https://github.com/fabiogaliano/herdr-command-palette
filoozom/herdr-title	0	Rust	herdr-title	Herdr Title	0.1.1	0.7.5	linux,macos	herdr-plugin.toml	Show the selected Herdr location and agent activity in the terminal title.	https://github.com/filoozom/herdr-title
gabrielbarretoo/herdr-medieval	0	JavaScript	gabrielbarretoo.herdr-medieval	Herdr Medieval	1.0.0	0.7.5	linux,macos,windows	herdr-plugin.toml	A 3D medieval continent that shows your Herdr workspaces and agents (three.js)	https://github.com/gabrielbarretoo/herdr-medieval
Gareth-Rouse/herdr-plugin-session-pruner	0	Shell	garethrouse.session-pruner	Session Pruner	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Track workspace last-use, show the age in the Spaces sidebar, and keep cold workspaces out of the restored session	https://github.com/Gareth-Rouse/herdr-plugin-session-pruner
gecm0/herdr-plugin-agents-usage	0	Python	gecm.agents-usage	Agents Usage	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Show provider usage (Claude, Codex, OpenCode Go, Neuralwatt) in Herdr	https://github.com/gecm0/herdr-plugin-agents-usage
getbeb/herdr-beb	0	Shell	beb	beb	0.1.0	0.8.0	linux,macos	herdr-plugin.toml	Cross-machine mail for your agents: messages from a beb bus land as prompts in the linked agent's terminal.	https://github.com/getbeb/herdr-beb
gilvanecesar/herdr-attach	0	JavaScript	gilvanecesar.attach	Attach files	0.1.0	0.7.4	linux,macos,windows	herdr-plugin.toml	Attach local files to the active Herdr agent from a button-like link or popup.	https://github.com/gilvanecesar/herdr-attach
go-min/herdr-pane-name	0	Rust	herdr.pane-name	Pane Name	0.1.1	0.8.0	linux,macos,windows	herdr-plugin.toml	Automatically name Herdr workspaces, tabs, and panes	https://github.com/go-min/herdr-pane-name
GranamyrBR/LunaCrab	0	Rust	granamyr.lunacrab	LunaCrab	1.0.1	0.7.4	linux,macos	herdr-plugin.toml	Live agent observability and pane controls for Herdr.	https://github.com/GranamyrBR/LunaCrab
hadeson/herdr-harpoon	0	Python	hadeson.herdr-harpoon	harpoon	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Harpoon-style pane marks: pin panes to slots 1-9 and jump straight to them, across tabs and workspaces.	https://github.com/hadeson/herdr-harpoon
hitaishi2222/herdr-llama	0	Python	herdr-llama	Llama Server Agent	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Integrate llama-server as a Herdr agent with daemon + InquirerPy client	https://github.com/hitaishi2222/herdr-llama
htlin222/herdr-gamepad	0	Swift	gamepad	Gamepad	0.1.0	0.7.0	macos	herdr-plugin.toml	Drive Herdr with a game controller. Patrol your AI agents, split panes, and switch workspaces from the couch — any gamepad, mapped by you in 60 seconds.	https://github.com/htlin222/herdr-gamepad
iagogfe/herdr-ai-memory	0	JavaScript	iagogfe.ai-memory	ai-memory	0.2.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Launch coding agents through ai-memory managed workstreams - cross-agent session continuity inside Herdr.	https://github.com/iagogfe/herdr-ai-memory
IgorWarzocha/herdr-annotations	0	JavaScript	howaboua.annotations	Annotations	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Collect feedback on terminal selections and stage it into an agent	https://github.com/IgorWarzocha/herdr-annotations
iiii1224/herdr-statusline	0	Python	herdr-statusline	herdr-statusline	0.1.0	0.7.5	linux	herdr-plugin.toml	Run Herdr inside a disposable status-line-only tmux session	https://github.com/iiii1224/herdr-statusline
inonprince/herdr-counting-sheep	0	JavaScript	inon.counting-sheep	Counting Sheep	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Show live Space and Agent indexes and jump to the last tab, Space, or Agent.	https://github.com/inonprince/herdr-counting-sheep
inxx/herdr-plan-code-review	0	Shell	plan-code-review	Plan → Code → Review	0.4.0	0.7.0	linux,macos	herdr-plugin.toml	Opus가 계획, Sonnet이 코딩, Claude+Codex가 리뷰 — 액션 하나로 에이전트 판 4개를 연다.	https://github.com/inxx/herdr-plan-code-review
iQua/herdr-flakes	0	JavaScript	flakes	Flakes	0.1.0	0.7.4	macos,linux	herdr-plugin.toml	Mirror and steer your Flakes runs in your local Herdr session	https://github.com/iQua/herdr-flakes
iskwyuki/herdr-control-panel	0	Shell	herdr-control-panel	herdr-control-panel	0.2.2	0.7.0	linux,macos	herdr-plugin.toml	Control panel: open a workspace from history or any path, and add your own actions.	https://github.com/iskwyuki/herdr-control-panel
itayo-m/herdr-tab-session-name-sync	0	JavaScript	copilot.session-tabs	Agent Session Tabs	0.2.0	0.7.5	linux,macos,windows	herdr-plugin.toml	Names Herdr panes, agents and tabs after Copilot and OpenCode sessions	https://github.com/itayo-m/herdr-tab-session-name-sync
jatingargiitk/herdr-memory	0	Shell	herdr-memory	herdr-memory	0.1.0	0.8.0	macos,linux	herdr-plugin.toml	Your coding agents' long-term memory: search past sessions, see what they learned, and save new sessions automatically.	https://github.com/jatingargiitk/herdr-memory
Javamomma/herdr-approval-gate	0	Shell	javamomma.approval-gate	Approval Gate	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Human sign-off gate for agent actions: run a task in a dedicated pane, verdict-check its transcript with an independent checker, block until a human types APPROVE <initials> — every outcome appended to an audit log. Fail closed; never auto-executes the guarded action.	https://github.com/Javamomma/herdr-approval-gate
Javamomma/herdr-matter-wall	0	Shell	javamomma.matter-wall	Matter Wall	0.3.1	0.7.0	linux,macos	herdr-plugin.toml	Tile the most-active subdirectories of a project as a live wall of read-only AI status cards.	https://github.com/Javamomma/herdr-matter-wall
jievince/herdr-codex-app	0	JavaScript	jievince.herdr-codex-app	Herdr Codex App	0.1.7	0.7.5	linux	herdr-plugin.toml	Turn Herdr into a terminal-first Codex app: sync projects, resume chats.	https://github.com/jievince/herdr-codex-app
JLighter/herdr-spawn	0	Shell	herdr-spawn	Spawn	0.6.0	0.7.0	linux,macos	herdr-plugin.toml	Launch an agent with a prompt — dedicated worktree + workspace by default	https://github.com/JLighter/herdr-spawn
jmarbutt/herdr-spaces-pr-status	0	JavaScript	jmarbutt.spaces-pr-status	Spaces PR Status	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Show GitHub pull request status on herdr spaces, with a Conductor-style PR board	https://github.com/jmarbutt/herdr-spaces-pr-status
jmarcelomb/herdr-nav	0	Rust	herdr-nav	Nav	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Pane, tab, and workspace navigation plugin for herdr	https://github.com/jmarcelomb/herdr-nav
johnlindquist/herdr-pane-update-timestamps	0	Rust	johnlindquist.pane-update-timestamps	Pane Update Timestamps	0.1.0	0.7.5	macos	herdr-plugin.toml	Show timestamped, scrollable output observations for a target pane	https://github.com/johnlindquist/herdr-pane-update-timestamps
josephschmitt/pj-herdr	0	Shell	pj	pj	0.2.0	0.7.4	macos,linux	herdr-plugin.toml	Project jumper — fuzzy-find pj projects and open them as herdr workspaces	https://github.com/josephschmitt/pj-herdr
joshka0/herdr-watcher	0	Rust	joshka.watcher	Watcher	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Durable continuation triggers and detached worker report callbacks	https://github.com/joshka0/herdr-watcher
joshuadavidthomas/hrd	0	Go	hrd	hrd	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Manage your herd of sandboxes and the Herdr sessions running on them	https://github.com/joshuadavidthomas/hrd
jrswab/herdr-status	0	Go	herdr-status	Status	0.1.0	0.7.5	linux	herdr-plugin.toml	Ambient machine status pane	https://github.com/jrswab/herdr-status
juninaba/herdr-pr-preview	0	Shell	juninaba.herdr-pr-preview	Herdr PR Status	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Show the GitHub pull request and CI check status for the current Herdr workspace branch in a right split pane.	https://github.com/juninaba/herdr-pr-preview
juninaba/herdr-slack-notify	0	JavaScript	agent-slack-notify	Agent Slack Notify	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Send a Slack message when an agent finishes or gets blocked.	https://github.com/juninaba/herdr-slack-notify
kay-ws/herdr-island	0	Shell	island	Island	1.0.0	0.7.5	linux,macos	herdr-plugin.toml	Find the agents that are waiting on you. Shows why each agent stopped, and filters the Agents panel down to just those.	https://github.com/kay-ws/herdr-island
KazBrekker1/herdr-hasr	0	Go	kazbrekker1.hasr	Hasr	0.1.0	0.7.5	macos,linux	herdr-plugin.toml	Hasr (حصر, Arabic: a complete tally, taking stock) — goto-style popup switcher that enumerates your whole herd: switch, rename, delete & create agents, tabs and spaces, with real-time done tracking	https://github.com/KazBrekker1/herdr-hasr
keinstn/drover-notify	0	JavaScript	drover.notify	Drover Notify	0.1.0	0.7.0	linux,macos,windows	herdr-plugin.toml	Sends Drover notifications when an agent becomes blocked.	https://github.com/keinstn/drover-notify
khatriafaz/herdr-plugin-agent-repo	0	JavaScript	afaz.agent-repo-header	Agent Repo Header	0.1.0	0.7.5	macos,linux	herdr-plugin.toml	Show the agent, repository, and Git branch in Herdr agent pane headers.	https://github.com/khatriafaz/herdr-plugin-agent-repo
khatriafaz/herdr-plugin-auto-rename	0	TypeScript	afaz.auto-rename	Auto Rename	0.3.2	0.7.0	macos,linux	herdr-plugin.toml	Rename a fresh Herdr worktree and its Git branch from the coding agent's first prompt.	https://github.com/khatriafaz/herdr-plugin-auto-rename
krzysztoff1/herdr-cull	0	Shell	herdr-cull	Cull (idle agent panes)	0.4.0	0.7.0	linux,macos	herdr-plugin.toml	Review and close herdr agent panes in one fzf overlay — stale sessions (idle past a threshold, default 4h) flagged on top, active-recently ones still selectable below. Nothing closes without your confirmation.	https://github.com/krzysztoff1/herdr-cull
lancodev/herdr-laravel-tinker	0	PHP	lancodev.laravel-tinker	Laravel Tinker	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Split-style Laravel tinker REPL — editor beside live results, as a pane or popup	https://github.com/lancodev/herdr-laravel-tinker
langtind/gren-herdr	0	Shell	gren	gren	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Create, switch, and remove git worktrees via gren — with gren's post-create setup	https://github.com/langtind/gren-herdr
leonho/herdr-cmd-marks	0	Shell	leonho.cmd-marks	Cmd Marks	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Per-project command bookmarks. Pop up a console over your busy agent, run bookmarked commands in a separate shell, watch output stream below the list.	https://github.com/leonho/herdr-cmd-marks
leonho/herdr-idle-panes	0	Python	leonho.idle-panes	Idle Panes	0.1.0	0.7.4	macos,linux	herdr-plugin.toml	Popup checklist of panes sitting at an idle shell; select and close them to free PTY fds.	https://github.com/leonho/herdr-idle-panes
leonho/herdr-new-task	0	Python	leonho.new-task	New Task	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Pick a project directory, open a new tab in its space, and launch a code agent with your prompt.	https://github.com/leonho/herdr-new-task
linuxing3/herdr-nnn	0	Shell	efwmc.file-explorer	File Explorer	0.1.0	0.7.0	linux	herdr-plugin.toml	Open NNN(terminal file manager) in a herdr pane	https://github.com/linuxing3/herdr-nnn
linvald/herdr-cmux-file-viewer	0	Python	linvald.herdr-cmux-file-viewer	cmux File Viewer Sync	0.1.0	0.7.0	macos	herdr-plugin.toml	Syncs cmux's right-side file viewer to whichever herdr space is currently focused.	https://github.com/linvald/herdr-cmux-file-viewer
lmilojevicc/herdr-last	0	Go	herdr-last	herdr-last	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Plugin to toggle back to the previously active tab or workspace in Herdr	https://github.com/lmilojevicc/herdr-last
loopkeep/herdr-plugin-loopreview	0	Rust	loopkeep.loopreview	Loopreview	0.1.2	0.7.0	linux,macos	herdr-plugin.toml	Pick worktrees and GitHub PRs from a herdr popup and review them with loopreview in a reused pane	https://github.com/loopkeep/herdr-plugin-loopreview
lsisoft/herdr-telegram-slack-bridge	0	Python	herdr-telegram-slack-bridge	Herdr Telegram + Slack Bridge	0.2.3	0.7.0	linux,macos	herdr-plugin.toml	Slack and Telegram bridge for Herdr alerts with Markdown/LaTex-safe rendering and session-aware routing.	https://github.com/lsisoft/herdr-telegram-slack-bridge
lucasleon2107/herdr-claude-launcher	0	Shell	claude-launcher	Claude Launcher	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Open a new tab with Claude Code already running	https://github.com/lucasleon2107/herdr-claude-launcher
LuYanFCP/herdr-wechat-plugin	0	Rust	herdr.wechat	Herdr WeChat Remote	0.1.1	0.7.0	macos,linux	herdr-plugin.toml	Monitor and control herdr agents remotely from WeChat	https://github.com/LuYanFCP/herdr-wechat-plugin
m-mohamed/sheprd	0	Rust	m-mohamed.sheprd	Sheprd	0.2.1	0.7.5	linux,macos	herdr-plugin.toml	Keep every coding agent in frame. Open a visible four-agent Flok in Herdr.	https://github.com/m-mohamed/sheprd
m2selfA/herdr-alias-setter	0	PowerShell	alias-setter	Alias Setter	1.1.0	0.7.4	linux,macos,windows	herdr-plugin.toml	Set pane name and agent alias — quick type-in or full menu with context presets.	https://github.com/m2selfA/herdr-alias-setter
m4salah/herdr-plugin-last	0	Rust	m4salah.last	Last	0.2.0	0.7.5	linux,macos	herdr-plugin.toml	tmux-style last-tab and last-workspace navigation	https://github.com/m4salah/herdr-plugin-last
mackt/herdr-window-title	0	Rust	mackt.window-title	Window Title	0.2.1	0.7.4	macos,linux	herdr-plugin.toml	Configurable outer-terminal title: template-driven, session-aware, with a live agent-state indicator.	https://github.com/mackt/herdr-window-title
maedana/herdr-agents-bridge	0	Rust	maedana.agents-bridge	Agents Bridge	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Mobile bridge for Herdr agents (web server + QR code)	https://github.com/maedana/herdr-agents-bridge
maedana/herdr-agents-preview	0	Rust	maedana.agents-preview	Agents Preview	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Multi-agent terminal preview dashboard	https://github.com/maedana/herdr-agents-preview
maedana/herdr-hint	0	Rust	maedana.hint	Hint	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Vimium-style hint labels to jump to any tab or agent	https://github.com/maedana/herdr-hint
maedana/herdr-whereami	0	Rust	maedana.whereami	Where Am I	0.1.0	0.7.0	linux,macos	herdr-plugin.toml	Auto-rename tabs based on git repo/branch or directory name	https://github.com/maedana/herdr-whereami
malone-c/herdr-pane-balancer	0	Python	chrismalone.pane-balancer	Pane Balancer	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	Keeps every pane in a tab the same size as panes open and close	https://github.com/malone-c/herdr-pane-balancer
mariotmc/herdr-source-control	0	Go	herdr-source-control	Source Control	0.1.1	0.7.5	linux	herdr-plugin.toml	Lightweight Git status, branch switching, and sync in a dedicated Herdr tab.	https://github.com/mariotmc/herdr-source-control
marius-se/herdr-brainrot	0	Go	brainrot	Brainrot	0.1.0	0.7.5	linux,macos	herdr-plugin.toml	DOOM in a pane while your agents cook. Opens when they start working, closes when they need you.	https://github.com/marius-se/herdr-brainrot
martin-ro/herdr-next-agent	0	Python	martinro.next-agent	Next Agent	0.1.0	0.7.0	linux	herdr-plugin.toml	Herdr plugin: jump to the next agent needing attention, ranked by a configurable status priority	https://github.com/martin-ro/herdr-next-agent
MartinBspheroid/herdr-agent-dash	0	TypeScript	dev.agent-board	Herdr Agent Board	0.1.0	0.7.4	linux,macos	herdr-plugin.toml	Live agent state, activity, location, and Git context in one board	https://github.com/MartinBspheroid/herdr-agent-dash
matheus3301/herdr-shortcut	0	Go	matheus3301.shortcut	Shortcut	0.1.1	0.7.5	linux,macos	herdr-plugin.toml	Shortcut task picker and coding-agent launcher for Herdr	https://github.com/matheus3301/herdr-shortcut
maxBRT/herdr-omarchy-theme-sync	0	Python	omarchy-theme-sync	Omarchy Theme Sync	0.1.0	0.7.5	linux	herdr-plugin.toml	Sync Herdr's UI palette with your active Omarchy theme.	https://github.com/maxBRT/herdr-omarchy-theme-sync
mgh3326/scopefuel	0	Python	scopefuel.gauge	scopefuel	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	AI 코딩 플랜의 스코프별 남은 여유(계정/모델/그룹 × 지금/이번주) 계기판	https://github.com/mgh3326/scopefuel
mholtzscher/herdr-focus-or-tab	0	Rust	herdr-focus-or-tab	Focus or Tab	0.2.0	0.7.5	linux,macos	herdr-plugin.toml	Focus panes spatially and continue across tab boundaries	https://github.com/mholtzscher/herdr-focus-or-tab
mikedclarke/herdr-shepherd	0	Go	mikedclarke.herdr-shepherd	Shepherd	0.6.1	0.7.0	linux,macos	herdr-plugin.toml	Scheduled agent sessions: heartbeats, cron routines, and scripts, launched as visible herdr workspaces.	https://github.com/mikedclarke/herdr-shepherd
mikedclarke/herdr-workspaces	0	Go	mikedclarke.herdr-workspaces	Workspaces	0.2.0	0.7.0	linux,macos	herdr-plugin.toml	Directories as workspaces: register the places you work, fuzzy-pick one, and get a named herdr workspace rooted there.	https://github.com/mikedclarke/herdr-workspaces
mikevalstar/herdr-machine-title	0	Shell	mikevalstar.machine-title	Machine Title	0.1.0	0.7.0	macos,linux	herdr-plugin.toml	Pin the outer terminal title to herdr@<hostname> · <workspace>.	https://github.com/mikevalstar/herdr-machine-title
narumiruna/herdr-plugins	0	Rust	narumiruna.github-pr-viewer	GitHub Pull Request Viewer	0.1.0	0.7.4	linux,macos	github-pr-viewer/herdr-plugin.toml	View GitHub pull request status, descriptions, comments, reviews, and checks.	https://github.com/narumiruna/herdr-plugins
natori-hrj/herdr-green	0	Rust	green	Herdr Green	0.2.0	0.7.4	linux,macos,windows	herdr-plugin.toml	When an agent finishes, run the project's tests and show 🟢/🔴 — know at a glance whether the code an agent wrote actually passes.	https://github.com/natori-hrj/herdr-green
natori-hrj/herdr-standup	0	Rust	standup	Herdr Standup	0.2.0	0.7.5	linux,macos,windows	herdr-plugin.toml	A per-agent digest of what your coding agents did — commits and uncommitted work across their repos, in one standup.	https://github.com/natori-hrj/herdr-standup
